data,label
这三百多家企业涉及进出口贸易、生产加工、医疗卫生、旅游、餐饮、工程承包等行业,1
分布在六十多个国家和地区,1
餐饮业是天津市在海外投资的重点之一,1
天津在新加坡开设的“药膳”受到当地政要的关注,1
天津名小吃狗不理包子店则在日本、韩国、美国等国建立了特许连锁店,1
据悉,0
天津市外经贸委明年将继续采取措施组织和引导一批企业到海外投资建厂,1
目前该市已经建立有关数据库,1
通过驻外使馆和机构以及外国驻华使馆和机构提供投资伙伴和项目,1
今年以来,0
联合国开发计划署在中国吉林,0
举行了图们江地区国际旅游会议,1
对中国长白山冬季冰雪旅游等项目积极支持；同时还出资在这里培训国际经贸人才,1
联合国工发组织近期对图们江地区工业项目现状进行了充分调查,1
并对该地区未来工业发展项目提出建议,1
他们还对有关国家提出的工业项目邀请专家进行评估,1
评估之后再把这些项目输入工发组织的网络进行国际招商,1
自一九九五年底该计划由论证阶段转入实施阶段以来,0
中、俄、朝三国都进行了基础设施建设和招商引资活动,1
并初步启动了双边和多边合作,1
相关国家和国际社会也对该计划予以支持,1
开发计划署几年来一如既往地支持图们江开发,1
并积极帮助中俄朝三国在世界上招商,1
帮助搞开发项目的可行性研究,1
一九九五和一九九六年,0
在开发计划署和工发组织的帮助下,0
在中国、朝鲜先后进行了“图们江地区投资贸易洽谈会”,1
都取得了较好成效,1
近期还将在海参崴举行俄罗斯图们江地区招商会,1
图们江开发计划也得到了很多国家政府和企业的大力支持,1
如芬兰政府拨款一百万美元对图们江开发前期工作予以资助；瑞典出资帮助搞中蒙铁路接轨、建设新的东北亚大陆桥的可行性研究,1
另外,0
日本进出口银行已与俄罗斯签订合同,1
参与俄扎鲁比诺港扩建工程建设,1
日本还应中国有关部门之邀,1
对中国长春至珲春的铁路沿线地区综合开发进行调查,1
吉林省珲春市市长金硕仁说：“国际社会的支持和参与,0
对于珲春的开发开放起了积极而关键的作用,1
近几年是珲春综合实力增强最显著、城乡面貌变化最明显、人民得到实惠最多的时期,1
据了解,0
韩国企业界已在珲春市投资近一亿美元,1
外资企业已成为当地经济中的重要支柱,1
为推动图们江地区开发,1
韩国捐款一百万美元设立了图们江发展基金,1
目前从该基金中拿出十万美元正在进行中国珲春边境合作区环境评估项目,1
以期对外资大规模进入这个地区提供环境方面的咨询,1
吉林省主管经贸工作的副省长全哲洙说：“欢迎国际社会同我们一道,0
共同推进图们江开发事业,1
促进区域经济发展,1
造福东北亚人民,1
外资对江苏省农业的投入日益增多,1
目前国外直接投资江苏省农业的项目达八百个,1
金额达八亿多美元,1
江苏省农林厅的官员说,0
从一九九四年以来,0
江苏省农业系统批准的“三资”企业超过五百家,1
利用外资金额七亿多美元,1
分别是一九九三年前的三倍和七倍,1
来自美国、日本、新加坡的外资增加较多,1
新项目中外商投资比例越来越高,1
独资企业明显增加,1
外资迅速增加,1
在相当程度上弥补了江苏省农业投入的不足,1
加速了农业资源的开发利用,1
据统计,0
江苏省目前拥有产值超过一亿元人民币的农副产品加工企业已达一百多家,1
连云港如意集团利用日本政府贷款和外商直接投资,1
建成了目前中国出口量最大、品种最多的蔬菜加工销售企业,1
江苏还利用外资引进了啤酒大麦、加州鲈鱼、罗氏沼虾、良种鸡、瘦肉型猪及蔬菜、花卉等近百个优良品种和先进生产加工技术,1
农业生产水平明显提高,1
河南省政府和八十八家驻京外资金融机构的一百多位代表今天在这里举办了经济合作洽谈会,1
以增进河南省与国际金融界的相互了解,1
为河南经济发展开辟融资渠道,1
中国人民银行副行长陈元在向会议发来的贺辞中说,0
中国政府已决定加大中西部地区的开发力度,1
鼓励中外企业到中西部地区投资,1
并决定今后将百分之六十以上的外国银行和政府贷款用于中西部地区,1
河南省常务副省长李成玉在会上介绍了该省的自然资源和经济发展情况,1
他说,0
河南省不仅具有外商投资所需的硬件,1
而且还根据国家政策、结合本省实际制定了鼓励外商投资和发展对外经贸技术合作的优惠政策,1
河南省政府有关部门在会上发布了该省对外经济技术合作项目,1
与会代表就有关项目的合作意向进行了洽谈,1
在东盟成立３０周年之际,0
东盟９国首脑同中国、日本、韩国首脑１５日在马来西亚首都吉隆坡举行了非正式会晤,1
次日,0
中日韩首脑又分别同东盟成员国首脑举行非正式会晤,1
东亚首脑非正式会晤在历史上尚属首次,1
这是一个良好的开端,1
国家要发展离不开地区,1
地区要发展离不开全球,1
打破旧观念,0
建立国际政治经济新秩序,0
符合各国人民要和平、求发展、谋稳定、促合作的时代主流,1
正确认识经济发展、政治稳定、社会和谐和国家安全的关系,0
努力推动各国、地区和整个世界走上和平发展,0
共同探讨面向２１世纪的东亚经济合作,0
展望东亚未来发展的前景,0
是这次东亚首脑非正式会晤讨论的主题,1
和平是经济发展的前提,1
没有和平环境,1
任何建设事业都无从谈起,1
只有实现持久的和平,1
才有可能实现持续发展,1
为此,0
必须培育新型的安全观,1
寻求维护和平的新方法,1
在相互尊重主权和领土完整、互不侵犯、互不干涉内政、平等互利、和平共处五项原则基础上建立国与国之间的关系,0
是全球和地区安全的政治基础和前提,1
各国在经济领域加强互利合作,0
相互开放,0
消除经贸交往中的不平等现象和歧视政策,0
逐步缩小国家之间的发展差距,0
谋求共同繁荣,0
是全球和地区安全的经济基础,1
各国通过对话与合作增进相互了解和信任,0
承诺以和平方式解决国家间的分歧和争端,0
是确保和平与安全的现实途径,1
今年一些东亚国家遇到金融风波,1
经济发展出现一些困难,1
但东亚国家经济基础还是好的,1
经济发展的有利因素依然存在,1
这次会晤期间,0
东亚国家领导人一致支持扩大地区贸易和投资的建议,1
相信经过总结经验,1
进行适当调整,1
东亚经济一定能够继续向前发展,1
东亚各国间并非完全没有矛盾和分歧,1
但是,0
为了保障东亚各国人民的根本利益,1
为了促进人类和平与发展的崇高事业,1
必须进一步加强东亚合作,1
江泽民主席在这次会晤中郑重阐述了中国的立场,1
他强调指出：“我们要坚持相互尊重,0
平等参与,0
互惠互利,1
共同发展的原则；要加强经济技术特别是高新技术领域的合作,0
建立合理的地区经济结构,1
形成取长补短、优势互补、利益平衡、非排他性和非歧视性的经济合作模式；要通过友好对话与协商,0
增强信任,0
扩大共识,0
求同存异,0
妥善解决分歧,0
确保地区的和平与稳定,1
万事开头难,1
有了这个良好的开端,1
人们完全有理由相信,0
东亚国家间的协调合作在不久的将来必将展现更加美好的前景,1
联合国经社事务部１６日发表世界经济年度报告说,0
尽管亚洲一些国家的金融动荡会使这些国家的经济增长受到严重影响,1
但就整个世界经济而言,0
其他国家的强劲增长势头会弥补这一损失,1
报告估计１９９７年世界经济增长百分之三点二,1
预计１９９８年将增长百分之三,1
与１９９６年的增长率持平,1
报告说,0
在联合国自１９９３年以来所监测的１４３个国家中,0
１９９８年将有１３１个国家的人均产值会有增长,1
超过１９９７年的１２０个和１９９３年的６７个国家,1
根据这份报告,0
１９９７年发达国家的经济增长率估计为百分之二点六,1
超过去年百分之二点四,1
预计１９９８年将降为百分之二点五,1
１９９７年发达国家经济形势的特点是美国增长强劲而日本经济疲软,1
美国经济增长率估计为百分之三点七,1
日本仅为百分之零点八,1
预计,0
１９９８年美国经济增长百分之二点五,1
日本经济增长百分之一点二五,1
此外,0
发达国家的通货膨胀率１９９８年预计将维持在百分之二的低位上,1
但许多国家仍将受到高失业的困扰,1
其中最突出的是欧盟,1
１９９７年是欧盟失业率连续保持两位数的第六个年头,1
达百分之十点五,1
略低于１９９６年的百分之十点八,1
发展中国家１９９７年将维持１９９６年的百分之五点七的经济增长率,1
１９９８年预计将增长百分之五,1
非洲经济１９９７年估计增长百分之三,1
低于去年的百分之四点四,1
１９９８年预计增长百分之四,1
拉美１９９７年估计增长百分之五点二,1
高于去年的百分之三点七,1
１９９８年预计增长百分之三点五,1
不包括中国在内,0
东亚和东南亚地区１９９７年将增长百分之六点五,1
低于去年的百分之七点四,1
１９９８年预计增长百分之六点二五,1
中国经济１９９７年可望增长百分之九点三,1
略低于去年的百分之九点七,1
１９９８年预计增长百分之十,1
报告说,0
１９９７年是经济转轨国家自停止实行中央计划经济以来的第一个经济增长年份,1
增长率达百分之一点七,1
１９９８年预计增长百分之三点二五,1
俄罗斯１９９７年估计增长百分之零点五,1
１９９８年预计增长百分之一点五,1
此外,0
报告还估计１９９７年世界贸易增长百分之九点四,1
扭转１９９６年百分之五点三的低增长状态,1
１９９８年预计将增长百分之七,1
这个微型轿车项目总投资四十三亿元,1
至一九九九年底,1
先形成轿车十万辆、发动机十八万台的生产能力；至二００一年底,0
建成十五万辆轿车、二十四万台发动机的生产能力,1
今年一至十一月份,0
长安微型车共生产十万辆,1
比去年同期增长百分之五十四点九,1
尽管今年一至十一月中国批准利用外资项目数和合同外资金额都比去年同期有所下降,1
但实际利用外资金额仍比去年同期增长了百分之二十七点零一,1
对外经济贸易合作部今天提供的数据表明,0
今年一至十一月中国实际利用外资四百六十九点五九亿美元,1
其中包括外商直接投资四百点零七亿美元,1
今年一至十一月中国批准利用外资项目一万八千六百四十四个,1
比去年同期下降百分之十五点三四；累计合同外资金额达四百八十四点六二亿美元,1
下降了百分之二十七点一四,1
在新批准的三资企业中,0
中外合资和中外合作企业均有较大幅度下降,1
但外商独资企业却增加了百分之四点一二,1
达八千四百八十四个,1
实际外资额也比去年同期上升了百分之三十以上,1
今年一至十一月,0
中国新批准的与外商合作开发项目十三个,1
而去年同期为十个,1
合同利用外资金额和实际利用外资金额分别为二点零五亿美元和三点一一亿美元,1
比去年同期上升了百分之十四点五三和百分之六十一点九八,1
中国五十三个国家高新技术开发区发展迅速,1
已形成一大批机制灵活、适应市场经济要求、技术创新能力强的高新技术企业,1
中国高新技术开发区酝酿于八十年代初,1
到去年为止,0
中国高新技术开发区技术工贸年总收入达二千三百亿元,1
利税总额达二百三十八亿元,1
年出口创汇达四十三亿美元,1
均比创办初增长数十倍,1
其中,0
形成了一批具有一定规模的高新技术支柱产业,1
产值超亿元的企业达四百零五家,1
产值超十亿元的大企业四十二家,1
一九九六年,0
中国高新技术开发区企业研究开发投入达六十二点三五亿元,1
占企业产品销售收入的百分之三点五,1
开发、生产高新技术产品一万三千多种,1
近年来,0
中国高新技术开发区初步建立了适应社会主义市场经济体制和高新技术产业发展需要,0
与国际惯例接轨的管理体制和运行机制,1
建立并不断完善了包括信息、金融、法律、资产评估、产权交易等中介和服务机构,1
初步形成了适于高新技术产业发展的较为完善的支撑服务体系,1
为规范高新区的管理,1
依法治区,1
中国颁布了《国家高新技术产业开发区管理暂行办法》,1
同时长春、苏州、沈阳、长沙、石家庄、昆明等高新区也先后完成了高新区的人大立法工作或以政府令形式发布了高新区管理办法,1
中国中医研究院研究人员今天说,0
他们已成功地从草药中提取出对糖尿病有特殊疗效的新药“糖脉康”,1
有关专家认为,0
这一新药的研制成功和推广将有助于抑制糖尿病II型在中国、印度和非洲等发展中国家的流行,1
在中国中医研究院召开的由中国科学院、中国医学科学院等单位的院士、医学专家和生物学家参加的“糖尿病防治对策讨论会”上,0
记者了解到,0
目前全世界有糖尿病患者一点三亿多人,1
其中百分之九十以上为糖尿病II型,1
糖尿病II型其并发症如冠心病、脑血管病、肾病、失明和下肢坏死等已成为仅次于癌症和艾滋病的人类第三大杀手,1
中国目前有两千多万糖尿病患者,1
仅次于美国,1
居世界第二,1
专家预测,0
随着经济发展、生活水平的提高和饮食习惯的改善,0
到二十一世纪,0
糖尿病II型将在中国、印度和非洲等发展中国家流行,1
近年来,0
美国每年糖尿病医疗费约一百亿美元,1
印度去年糖尿病医疗费为六点一亿美元,1
中国尚无具体统计,1
但中国糖尿病人数正以每年七十五万新患者的速度递增,1
研究人员介绍说,0
国外目前普遍使用的各种化学合成降糖药对糖尿病并发症均无多大防治作用,1
“糖脉康”颗粒不仅降低血糖,1
而且还能显著降低胆固醇和甘油三脂,1
对糖尿病并发症有特殊疗效,1
卫生部已颁发文件将其定为国家级新药保密品种,1
中科院院士、世界卫生组织传统医学顾问陈可冀等与会专家教授认为“糖脉康”的问世是件好事，同时希望研究人员对胰岛素和血流变做进一步观察，对“糖脉康”的有效成分和机理做深入研究,1
使其在国际上,0
包括在与发达国家的竞争中立于不败之地,1
为增强“糖脉康”这类面向二十一世纪的中药新药在国际市场上有竞争力，中国中医研究院中汇制药公司投资两亿元在四川成都建成了年生产能力为五十亿元的生产基地。预计明年“糖脉康”的产值将达到六亿元,1
二０００年将达到十五亿元,1
据了解,0
全世界每年草药的销售额约一百五十亿美元,1
中国中药出口只有六亿美元,1
而且百分之七十以上是未加附加值的药材,1
医药界专家预测,0
“糖脉康”的推广和生产基地的建成将有利于改变国产中药在国际中药市场不景气的局面,1
国务院副总理兼外长钱其琛最近在谈到香港前景和台湾问题时表示,0
中央政府对香港前景始终充满信心,1
他同时希望台湾当局顺应历史发展潮流,0
把握时机,0
就两岸政治谈判作出积极回应和明智选择,1
钱其琛说,0
香港回归近半年来,1
特区政府各项工作有条不紊,1
“一国两制”、“港人治港”、高度自治的方针得到了切实有效的贯彻执行,1
香港特别行政区保持了繁荣稳定的良好局面,1
钱其琛表示,0
我们对香港的前景始终是充满信心的,1
中央政府和全国人民始终是特区政府和香港同胞的坚强后盾,1
我们相信,0
香港一定能够继续保持其自由港和国际金融、贸易、航运中心的地位,1
保持长期的繁荣与稳定,1
钱其琛还就今年以来台湾当局继续推行所谓“务实外交”,0
鼓吹台湾是所谓“独立的主权国家”,0
竭力为海峡两岸谈判设置障碍发表了评论,1
他说,0
实现祖国完全统一,0
是海内外全体中国人的共同心愿,1
香港回归祖国以后,0
海峡两岸关系倍受关注,1
但是,0
台湾岛内分裂倾向的发展,0
严重阻碍着和平统一的进程,1
钱其琛还指出,0
江泽民主席在十五大报告中再次郑重呼吁：作为第一步,0
海峡两岸可先就“在一个中国的原则下，正式结束两岸敌对状态”进行谈判,1
并达成协议；在此基础上,0
共同承担义务,0
维护中国的主权和领土完整,0
并对今后两岸关系的发展进行规划,1
我们希望台湾当局顺应历史发展潮流,0
把握时机,0
就两岸政治谈判作出积极回应和明智选择,1
今年一至十一月份,0
上海市外贸进出口总额达到二百二十点二亿美元,1
比一九九三年增长了百分之七十三,1
记者从市对外经济贸易委员会了解到,0
近五年来,0
上海市通过外贸体制改革和实施“大外贸”战略,1
进出口总值每年以百分之十四左右的速度稳定增长,1
对外经贸进入历史发展最快时期,1
上海今年预计全年出口可以超过一百四十五亿美元,1
其中工业制成品占出口总值的百分之九十三点一,1
比一九九三年提高了四点一个百分点,1
机电产品占出口总值由五年前的百分之十七点九提高到百分之三十一点五,1
如今,0
上海已与二百零五个国家和地区建立了贸易往来,1
东南亚、大洋洲、拉美、中东和南非成为上海开拓的新市场,1
据上海市对外经济贸易委员会主任朱晓明介绍,0
上海根据国家政策要求,1
加速实施外贸企业多元化经营战略,1
使全市七百二十五家各类外贸企业逐步成为自主经营、自负盈亏的市场经济主体；通过归并、控股、参股等经济手段,1
先后组建了东方国际、兰生、外经、轻工、机械、畜产等外贸集团公司,1
提高了规模经营水平,1
现在,0
上海已形成外贸、工贸、生产自营企业、中央部属和外省市在沪企业以及外资企业六路出口大军,1
此外,1
上海坚持货物贸易、技术贸易、服务贸易三位一体协调发展；实施“龙头计划”，优化出口商品结构。并充分发挥浦东新区的政策优势，培育外贸出口新的增长点。据预测，上海今年技术出口成交额可完成六点五亿美元，是一九九三年的三点五三倍，技术贸易和服务贸易均占出口总额的百分之十四左右。服装、纺织品、船舶、钢材、电子计算机、家用电器、集装箱等八十种“龙头商品”发展迅速,1
已占全市出口总值的半数以上,1
一至十一月份,0
浦东新区外贸出口二十八亿美元,1
占全市出口的五分之一,1
据悉,0
近五年来,0
上海通过积极从外省市收购出口货源、举办中国华东出口商品交易会等活动,1
增强口岸对全国的辐射能力,1
同时,0
发展跨国经营,1
大力开拓多元化市场,1
据最新统计,0
上海已在境外设立贸易性公司和机构二百一十八家,1
组建了六家区域性海外集团公司；获批准的境外非贸易性企业达二百六十家,1
总投资两亿美元,1
上海的对外工程承包业务也发展迅速,1
今年已新签海外工程承包及劳务合同五百八十六份,1
合同金额二点六五亿美元,1
由于投资环境的改善和发展势头的良好,1
汕头高新技术开发区引起海内外投资者的关注,1
一些旅居美国“硅谷”的潮籍科学家已表示到区内创办高新技术产业的意愿；摩托罗拉中国总裁、爱立信公司有关人员也前来开发区洽谈投资项目；台湾厂商则表示要在开发区内创办科技软件开发公司,1
目前,0
汕头高新技术开发区已累计投资十八亿元,1
建成厂房三十七万平方米,1
区内水、电、通讯、保税仓库等基础配套设施已建成投入使用,1
至今年十一月初,0
共有入区项目一百七十七个,1
投资总额六十四亿元,1
其中外资约占百分之五十,1
入区企业中有七家被认定为国家级高新技术企业,1
今年,0
全区累计完成工业产值三十七亿元,1
技工贸总收入四十五点五亿元,1
出口贸易额一万二千七百四十七万美元,1
实现税利三点六亿元,1
与此同时,0
汕头市还制订和出台了十多项规章制度和政策措施,1
鼓励兴办技术、知识密集型的高新产业,1
广西首府南宁市最近荣获“国家园林城市”称号,1
跻身中国十二个园林城市之列,1
成为中国少数民族地区第一个获此殊荣的城市,1
截止目前,0
南宁市森林面积达三十四点四万公顷,1
森林覆盖率达百分之三十六点三；城区绿化覆盖率达到百分之三十六点四,1
绿地率达到百分之三十一,1
人均公共绿地面积近七平方米,1
近年来,0
南宁市先后颁布实施了《南宁市城市园林绿化管理若干规定》、《南宁市城市园林绿化条例》、《南宁市古树名木保护管理规定》等一系列法律法规,1
使得城市园林绿化工作科学规划、有法可依,1
据不完全统计,0
近年来南宁市园林绿化投资每年都超过两千万元,1
而今年的投资已超过一亿元,1
为突出城市园林绿化的亚热带风光及民族特色,1
南宁市大量种植棕榈科植物和开花乔木、花灌木、彩叶植物以及地被植物、草坪等,1
市区的一百多条主要街道基本实现了绿化、彩化、果化、香化,1
自一九九五年以来,0
南宁市还新建了包括棕榈园、鳄鱼湖、香花园、金花茶公园等重点景区在内的三个公园和二十多处游园绿地,1
目前,0
全市各类开放公园有十二座,1
游园绿地三十多处,1
据悉,0
南宁市已规划制定出较完整的园林绿化体系,1
力争到二０００年,0
全市绿化覆盖率、绿地率、人均公共绿地面积分别达到百分之三十七、百分之三十二和十平方米,1
几年前,0
美国百时美施贵宝公司在上海设立其在中国的第一家合资企业,1
投资仅五百万美元,1
美方仅将此作为一个观察中国市场的小小窗口,1
如今,0
这家跨国集团已陆续在上海追加投资二千多万美元,1
并将上海施贵宝制药有限公司发展成为其亚太地区的生产、出口中心,1
上海施贵宝今年销售总额将达到十亿元人民币,1
公司董事长周德孚说,0
通过上海施贵宝,0
美国百时美施贵宝公司尝到在中国投资的甜头,1
现在该集团在中国的总投资已超过一亿美元,1
经过一段时期的“投石问路”,0
越来越多的外商象美国百时美施贵宝公司一样,0
看好上海的投资环境和市场潜力,1
纷纷追加投资扩大再生产,1
并逐步把上海建成其在中国甚至亚太地区的经营、销售中心,1
经济专家分析说,0
这表明不少跨国公司进一步看好中国乃至上海的政治经济形势,1
并开始全面调整对华经营战略,1
由早期分散的、缺乏系统性的单个投资逐步转向较大规模的、系统化的投资,1
由建立生产基地转向进行上、中、下游各阶段产品的综合开发,1
同时投资范围也从工业制造扩大到银行、保险、咨询、贸易等众多领域,1
来自上海外国投资工作委员会的统计显示,0
截至今年十一月底,0
上海外商投资企业追加的投资高达四十八点九亿美元,1
占全市吸引外资总额的百分之十七,1
面对各国外商追加投资的热潮,1
上海政府表示,0
将更加努力地完善投资环境,1
为外商提供更加规范的运营空间,1
力争本世纪末外商追加投资占外资总额的四分之一,1
此间最新一项投资环境调查显示,0
美国、日本、欧共体等投资者普遍认为,0
上海投资环境的综合条件已具有明显优势,1
进入后工业化中等发达状态的上海,0
为各国外商提供了广阔的投资天地,1
上海是中国最大的现代化工业城市,1
工业门类齐全,1
基础设施发达,1
城市功能完善,1
这里还是中国内地的金融中心、商业中心和航运中心,1
中央政府实施的浦东开发和以上海为龙头的长江流域开发战略,1
更使这个城市如虎添翼,1
良好的投资环境使外商在沪投资的成功率达到百分之八十,1
而投资回报率始终高居全国之首,1
则是吸引外商不断追加投资的另一个重要原因,1
去年投资回报率高达百分之三十二的上海闵行开发区,0
今年一至三季度,0
已有十多家外商投资企业增资,1
在浦东新区,0
三菱、住友、松下电工、夏普等十余家跨国公司已追加投资五亿美元,1
超过这些公司原有投资额的一倍以上,1
法国罗纳普朗克集团最近在上海追加投资二千四百万美元,1
新建一座占地二十公顷的科技园区,1
并在此组建亚太地区的技术中心,1
集团副总裁浦乐先生称：“罗纳普郎克将不断拓展在中国的业务,0
这次仅仅是个开始,1
来自外经贸部的消息：经国务院同意,0
中国对一九九六年三月三十一日前批准的外商投资企业投资总额内进口的设备和原材料,0
仍沿用一九九六年三月三十一日前的进口税收政策,1
直至进口完毕,1
国家医药管理局办公室主任白惠良说,0
中国鼓励外商在医药行业投资的领域包括：能适应国内外市场需求,0
提高产品档次,0
扩大外销,1
增加出口创汇的；能生产中国不能生产而又很需要的药品的企业；能引进国内需要的先进技术改造老企业的；能引进高新技术、专利技术和产品的；能引进先进管理经验的,1
他表示,0
除了投资以外,0
中国政府也欢迎国外医药企业以补偿贸易、许可证贸易、委托加工、技术转让以及联合开发新产品的方式与中国合作,1
据上海浦东海关统计,0
今年一至十一月,0
浦东新区（包括外高桥保税区）进出口货物总额达八十五点七九亿美元,1
比去年同期增长近四分之一,1
预计全年外贸进出口总额将超过九十亿美元,1
今年浦东新区外贸呈现进口与出口比例均衡、增长强劲的特点,1
其中,0
加工贸易发展较快,1
全区已有二百多家国有企业走进加工贸易行列,1
在企业总数和备案合同金额方面都与外资企业平分秋色,1
而且生产经营方式逐渐由简单的来料加工向高科技、高附加值商品的精深加工转变,1
据介绍,0
由于外资企业增加了作为投资的设备进口,1
加之中国在浦东率先对外资开放外贸领域,1
成立了三家中外合资贸易公司,1
今年浦东外资企业进出口额比去年同期增长百分之三十七点四,1
达三十八点六亿美元,1
占浦东进出口总额的百分之四十五,1
就进出口商品种类来看,0
机电产品在浦东新区进口货物中独占鳌头,1
主要是计算机、集成电路和微电子组件；出口则以机电、服装、编织品类产品为主,1
日本仍为最大贸易伙伴,0
美国、香港位居二、三位,1
制约吸引外资的城市基础设施建设,0
如今却被外商看好,1
成为继资源开发之后青海集中利用外资的新领域,1
西宁市城市基础设施建设长期投入不足,1
从新中国成立到一九九五年的四十六年间,0
全部投入仅四亿元左右,1
城市建设滞后制约了经济的发展,1
近两年一批外商先后表示了涉足西宁城建的愿望,1
青海省政府因势利导,1
提出基础设施商品化的城建思路,1
并于今年初批准了《西宁市鼓励引导外商投资的若干规定》,1
西宁市东出口道路经营权实行有偿转让的决定出台后,0
立即有十多家外商前来洽谈,1
最后以五千万元的标价敲定,1
按现代城市功能要求设计的莫家街旧城改造工程,0
由港商投资五千万元独家承建,1
第六水源新建工程利用外资近两千万元,1
供水能力可达十五万吨日,1
将极大地缓解西宁市的供水紧张状况,1
城市北出口道路建设工程已与香港泰华公司达成建设协议,1
投资约需一点八亿元,1
南绕城快速路工程也有数家外商前来洽谈投资,1
国际货币基金组织２１日在此间发表一份临时评估报告,1
再次调低了它对今明两年全球经济增长速度的预测,1
报告认为,0
亚洲金融危机给世界经济造成的影响比以前估计的要严重,1
预计世界经济今年的增长率为百分之四点一,1
明年降为百分之三点五,1
是５年来增长最缓慢的一年,1
这比１０月份该组织公布的预测分别低了零点一和零点八个百分点,1
基金组织还调低了对多数地区和国家明年经济增长的预测,1
根据它的最新估计,0
今年工业化国家的经济增长率为百分之三点九,1
明年为百分之三点六,1
其中美国明年的经济增长率将从今年的百分之三点八下降到百分之二点四,1
日本明年的经济增长率只有百分之一点一,1
预计今年发展中国家经济增长百分之五点九,1
而明年仅增长百分之四点九,1
比１０月份的预计低了一点三个百分点,1
其中亚洲地区今明两年的增长率预计分别为百分之六点八和百分之五点七,1
比先前的预测下调了零点九和一点七个百分点,1
韩国、泰国、印度尼西亚、马来西亚和菲律宾等国的经济增长都将明显放慢,1
基金组织还对世界商品和劳务贸易趋势作了新的预测,1
预计今年全球贸易增长幅度为百分之八点六,1
明年降为百分之六点二,1
其中工业国今明两年的贸易增长幅度为百分之九点三和百分之六点一,1
发展中国家的增长幅度为百分之九点六和百分之七点七,1
报告认为,0
如果经济和金融政策得力,1
亚洲地区经济可望在１９９９年开始回升,1
但不会象墨西哥和阿根廷在１９９４－１９９５年金融危机后那样出现高速Ｖ形大回升,1
如果改革措施不得力,1
信心危机依然存在,1
那么投资者就有可能把注意力转向其他新兴市场,1
中国政府投资近五十亿元在甘肃金川建成的金川有色金属公司,1
目前已形成年产四万吨镍的生产能力,1
每人每班平均采矿数达到国际先进水平,1
作为亚洲最大的镍生产基地,1
这里耸立着亚洲最大、世界第五座镍闪速熔炼炉,0
是中国镍工业技术跨入世界先进行列的一个标志,1
镍被称作“现代工业的维生素”,1
其合金有三千多种,1
是发展航天、航空、军事和现代科技的特需材料,1
一九五八年,0
中国地矿工作者在甘肃金川发现了储量为五百五十三万吨的世界第二大镍矿,1
镍储量占中国国内已探明储量的百分之七十,1
一九六四年,0
金川公司产出第一批电解镍,1
从此以后,0
逐步改变了中国镍、钴及铂族金属长期依赖进口的局面,1
如今,0
这里已成为中国最大的镍钴生产基地和铂族金属提炼中心,1
镍和铂族金属产量分别占全国的百分之八十八和百分之九十以上,1
被誉为中国的“镍都”,1
一九七八年,0
金川公司被中国政府列为全国矿产资源综合利用三大基地之一,1
作为中国镍工业代表的这家企业由此踏上依靠科技进步求振兴的发展之路,1
十九年间,0
中国五十多家科研院所和建设单位的数百名专家、学者同金川公司的科技人员一起,0
紧紧围绕金川矿山建设、生产挖潜、环境保护等重大课题,1
展开了大规模的科技联合攻关,1
据统计,0
累计进行五百九十九项专题研究,1
取得一百八十六项重大科研成果,1
其中一百三十九项成果荣获中国省、部级以上奖励,1
十一项成果达到国际先进水平,1
这些成果中有一百三十八项被企业应用到生产上“点石成金”,1
大大提高了中国镍工业的生产水平,1
资料表明,0
金川公司可回收的有价元素已由原来的七种增加到十四种,1
镍的选、冶回收率净增百分之二十六点五,1
贵金属的冶炼回收率提高十多倍,1
总投资二十六点六亿元、被中国政府列为国家重点建设项目的金川二期工程一九八八年开工后,0
金川公司进一步加快了技术进步的步伐,1
以此为契机,1
着力提高中国镍工业的工艺技术装备水平,1
他们从世界各国引进新技术和先进设备,1
大量采用本国最新科研成果,1
建成了长六千五百米的亚洲最长的矿山主斜坡隧道；探索出胶结充填采矿法,1
每人每班平均采矿十七点六吨,1
达到世界先进水平；用二点六亿元人民币引进关键技术和设备,1
通过消化吸收,1
建成中国第一、亚洲最大、世界第五座镍闪速熔炼炉,1
把中国镍冶炼技术带入世界先进行列,1
金川公司总经理杨金义说,0
金川二期工程既不是一期技术、管理的再现和延伸,1
也不是单纯地以扩大生产规模来增加生产能力,1
而是在镍生产工艺技术上赶超世界先进水平的一次尝试,1
是引进技术和国内科研相结合的一次实践,1
目前,0
金川公司优质产品产值率达百分之八十九点八九,1
电解镍、硫酸镍、铂铑制品、不锈钢制品等十多种产品出口美、日、英、法、伊朗、阿联酋、沙特阿拉伯等国,1
闻名中外的贵州茅台酒厂计划在今后三年内实施一项投资逾四亿人民币的技术改造工程,1
以进一步提高茅台酒的产量,1
为解决庞大资金需求,1
公司正争取发行股票和尝试更多的融资渠道,1
这是中国贵州茅台酒厂（集团）公司董事长季克良日前透露的,1
季克良说,0
这项扩建工程将使茅台酒的年生产能力新增二千吨,1
到二０００年达到六千吨,1
被誉为中国“国酒”的茅台酒历史悠久,1
与法国的科涅克白酒、英国的苏格兰威士忌并称世界三大蒸馏名酒之一,1
由于茅台酒制作工艺复杂,1
生产周期长,1
因而其产量十分有限,1
直到一九八七年年产量才达到一千二百吨,1
近年来,0
在国家财政部和轻工总会的支持下,0
茅台酒厂投资五点三亿元人民币,1
连续进行了二期扩改建技术改造,1
